LMT 59988199552000 -24000000
LMT 59988285952000 -24000000
CST 60620940000000 -21600000
CDT 62711740800000 -18000000
CST 62729881200000 -21600000
CDT 62964547200000 -18000000
CST 62982082800000 -21600000
CDT 62995996800000 -18000000
CST 63013532400000 -21600000
CDT 63027446400000 -18000000
CST 63044982000000 -21600000
CDT 63058896000000 -18000000
CST 63077036400000 -21600000
CDT 63090345600000 -18000000
CST 63108486000000 -21600000
CDT 63124819200000 -18000000
CST 63137516400000 -21600000
CDT 63153849600000 -18000000
CST 63171385200000 -21600000
CDT 63185299200000 -18000000
CST 63202834800000 -21600000
CDT 63216748800000 -18000000
CST 63234889200000 -21600000
CDT 63248198400000 -18000000
CST 63266338800000 -21600000
CDT 63279648000000 -18000000
CST 63297788400000 -21600000
CDT 63311097600000 -18000000
CST 63329238000000 -21600000
CDT 63343152000000 -18000000
CST 63360687600000 -21600000
CDT 63374601600000 -18000000
CST 63392137200000 -21600000
CDT 63404236800000 -18000000
CST 63424796400000 -21600000
CDT 63435686400000 -18000000
CST 63456246000000 -21600000
CDT 63467136000000 -18000000
CST 63487695600000 -21600000
CDT 63498585600000 -18000000
CST 63519145200000 -21600000
CDT 63530035200000 -18000000
CST 63550594800000 -21600000
CDT 63561484800000 -18000000
CST 63582044400000 -21600000
CDT 63593539200000 -18000000
CST 63614098800000 -21600000
CDT 63624988800000 -18000000
CST 63645548400000 -21600000
CDT 63656438400000 -18000000
CST 63676998000000 -21600000
CDT 63687888000000 -18000000
CST 63708447600000 -21600000
CDT 63719337600000 -18000000
CST 63739897200000 -21600000
CDT 63751392000000 -18000000
CST 63771951600000 -21600000
CDT 63782841600000 -18000000
CST 63803401200000 -21600000
CDT 63814291200000 -18000000
CST 63834850800000 -21600000
CDT 63845740800000 -18000000
CST 63866300400000 -21600000
CDT 63877190400000 -18000000
CST 63897750000000 -21600000
CDT 63908640000000 -18000000
CST 63929199600000 -21600000
CDT 63940694400000 -18000000
CST 63961254000000 -21600000
CDT 63972144000000 -18000000
CST 63992703600000 -21600000
CDT 64003593600000 -18000000
CST 64024153200000 -21600000
CDT 64035043200000 -18000000
CST 64055602800000 -21600000
CDT 64066492800000 -18000000
CST 64087052400000 -21600000
CDT 64098547200000 -18000000
CST 64119106800000 -21600000
CDT 64129996800000 -18000000
CST 64150556400000 -21600000
CDT 64161446400000 -18000000
CST 64182006000000 -21600000
CDT 64192896000000 -18000000
CST 64213455600000 -21600000
CDT 64224345600000 -18000000
CST 64244905200000 -21600000
CDT 64255795200000 -18000000
CST 64276354800000 -21600000
CST 64283080447000 -21600000
CST 64283166847000 -21600000
