PST,61599139200,-28800
PDDT,61987708800,-21600
PST,62004038400,-28800
MST,62429824800,-25200
MDT,62461270800,-21600
MST,62476992000,-25200
MDT,62492720400,-21600
MST,62508441600,-25200
MDT,62524170000,-21600
MST,62540496000,-25200
MDT,62555619600,-21600
MST,62571945600,-25200
MDT,62587674000,-21600
MST,62603395200,-25200
MDT,62619123600,-21600
MST,62634844800,-25200
MDT,62650573200,-21600
MST,62666294400,-25200
MDT,62680208400,-21600
MST,62697744000,-25200
MDT,62711658000,-21600
MST,62729798400,-25200
MDT,62743107600,-21600
MST,62761248000,-25200
MDT,62774557200,-21600
MST,62792697600,-25200
MDT,62806611600,-21600
MST,62824147200,-25200
MDT,62838061200,-21600
MST,62855596800,-25200
MDT,62869510800,-21600
MST,62887651200,-25200
MDT,62900960400,-21600
MST,62919100800,-25200
MDT,62932410000,-21600
MST,62950550400,-25200
MDT,62964464400,-21600
MST,62982000000,-25200
MDT,62995914000,-21600
MST,63013449600,-25200
MDT,63027363600,-21600
MST,63044899200,-25200
MDT,63058813200,-21600
MST,63076953600,-25200
MDT,63090262800,-21600
MST,63108403200,-25200
MDT,63121712400,-21600
MST,63139852800,-25200
MDT,63153766800,-21600
MST,63171302400,-25200
MDT,63185216400,-21600
MST,63202752000,-25200
MDT,63216666000,-21600
MST,63234806400,-25200
MDT,63248115600,-21600
MST,63266256000,-25200
MDT,63279565200,-21600
MST,63297705600,-25200
MDT,63309200400,-21600
MST,63329760000,-25200
MDT,63340650000,-21600
MST,63361209600,-25200
MDT,63372099600,-21600
MST,63392659200,-25200
MDT,63404154000,-21600
MST,63424713600,-25200
MDT,63435603600,-21600
MST,63456163200,-25200
MDT,63467053200,-21600
MST,63487612800,-25200
MDT,63498502800,-21600
MST,63519062400,-25200
MDT,63529952400,-21600
MST,63550512000,-25200
MDT,63561402000,-21600
MST,63581961600,-25200
MDT,63593456400,-21600
MST,63614016000,-25200
MDT,63624906000,-21600
MST,63645465600,-25200
MDT,63656355600,-21600
MST,63676915200,-25200
MDT,63687805200,-21600
MST,63708364800,-25200
MDT,63719254800,-21600
MST,63739814400,-25200
MDT,63751309200,-21600
MST,63771868800,-25200
MDT,63782758800,-21600
MST,63803318400,-25200
MDT,63814208400,-21600
MST,63834768000,-25200
MDT,63845658000,-21600
MST,63866217600,-25200
MDT,63877107600,-21600
MST,63897667200,-25200
MDT,63908557200,-21600
MST,63929116800,-25200
MDT,63940611600,-21600
MST,63961171200,-25200
MDT,63972061200,-21600
MST,63992620800,-25200
MDT,64003510800,-21600
MST,64024070400,-25200
MDT,64034960400,-21600
MST,64055520000,-25200
MDT,64066410000,-21600
MST,64086969600,-25200
MDT,64098464400,-21600
MST,64119024000,-25200
MDT,64129914000,-21600
MST,64150473600,-25200
MDT,64161363600,-21600
MST,64181923200,-25200
MDT,64192813200,-21600
MST,64213372800,-25200
MDT,64224262800,-21600
MST,64244822400,-25200
MDT,64255712400,-21600
MST,64276272000,-25200
MST,64282994047,-25200
MST,64283080447,-25200
